settlement-id,transaction-type,order-id,posted-date,sku,quantity,product-sales,shipping-credits,promotional-rebates,selling-fees,fba-fees,other-transaction-fees,other,total
2026-STL-0527,Order,114-1000915-2985251,2026-05-27,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0527,Order,114-1000916-2901507,2026-05-27,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0527,Order,114-1000917-3705263,2026-05-27,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0527,Order,114-1000918-3145556,2026-05-27,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0527,Order,114-1001120-7500504,2026-05-27,PF-BCAA-LEMON,1,27.99,0.00,-0.00,-4.20,-4.20,0.00,0.00,19.59
2026-STL-0527,Order,114-1001121-1540722,2026-05-27,PF-BCAA-LEMON,1,27.99,0.00,-0.00,-4.20,-4.20,0.00,0.00,19.59
2026-STL-0527,Order,114-1001230-7203657,2026-05-27,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0527,Order,114-1001333-7202069,2026-05-27,PF-VEGAN-CHOC,1,39.99,0.00,-0.00,-6.00,-6.10,0.00,0.00,27.89
2026-STL-0527,Order,114-1001334-6317433,2026-05-27,PF-VEGAN-CHOC,1,39.99,0.00,-0.00,-6.00,-6.10,0.00,0.00,27.89
2026-STL-0527,Order,114-1001335-3727935,2026-05-27,PF-VEGAN-CHOC,1,39.99,0.00,-0.00,-6.00,-6.10,0.00,0.00,27.89
2026-STL-0527,Order,114-1001437-6266448,2026-05-27,PF-ELECTRO-CITRUS,1,21.99,0.00,-2.20,-2.97,-3.95,0.00,0.00,12.87
2026-STL-0527,Order,114-1001708-7861089,2026-05-27,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0527,Order,114-1001709-1414702,2026-05-27,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0527,Order,114-1001710-7024579,2026-05-27,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0527,Order,114-1001711-2311290,2026-05-27,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0527,Order,114-1002069-2497018,2026-05-27,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0527,Order,114-1002070-8940001,2026-05-27,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0527,Order,114-1002071-3356313,2026-05-27,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0527,Order,114-1002334-5632933,2026-05-27,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0527,Order,114-1002335-3927545,2026-05-27,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0527,Order,114-1002503-6668656,2026-05-27,GT-CLEANSE-150,1,16.99,0.00,-0.00,-2.55,-3.70,0.00,0.00,10.74
2026-STL-0527,Order,114-1002504-4930952,2026-05-27,GT-CLEANSE-150,1,16.99,0.00,-0.00,-2.55,-3.70,0.00,0.00,10.74
2026-STL-0527,Order,114-1002505-8062972,2026-05-27,GT-CLEANSE-150,2,33.98,0.00,-0.00,-5.10,-7.40,0.00,0.00,21.48
2026-STL-0527,Order,114-1002646-1538280,2026-05-27,GT-MASK-CLAY,1,14.99,0.00,-0.00,-2.25,-3.85,0.00,0.00,8.89
2026-STL-0527,Order,114-1002647-9254549,2026-05-27,GT-MASK-CLAY,2,29.98,0.00,-0.00,-4.50,-7.70,0.00,0.00,17.78
2026-STL-0527,Order,114-1002648-2267561,2026-05-27,GT-MASK-CLAY,1,14.99,0.00,-0.00,-2.25,-3.85,0.00,0.00,8.89
2026-STL-0527,Order,114-1002649-9921493,2026-05-27,GT-MASK-CLAY,3,44.97,0.00,-0.00,-6.75,-11.55,0.00,0.00,26.67
2026-STL-0527,Order,114-1002771-7940926,2026-05-27,GT-EYE-CREAM,1,26.99,0.00,-0.00,-4.05,-3.50,0.00,0.00,19.44
2026-STL-0527,Order,114-1002772-4008839,2026-05-27,GT-EYE-CREAM,1,26.99,0.00,-0.00,-4.05,-3.50,0.00,0.00,19.44
2026-STL-0527,Order,114-1002926-7103256,2026-05-27,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0527,Order,114-1002927-1051224,2026-05-27,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0527,Order,114-1003221-1823404,2026-05-27,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0527,Order,114-1003222-2336525,2026-05-27,PH-CHEW-BULLY-6,2,59.98,0.00,-0.00,-9.00,-9.20,0.00,0.00,41.78
2026-STL-0527,Order,114-1003223-5986295,2026-05-27,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0527,Order,114-1003224-7772119,2026-05-27,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0527,Order,114-1003516-5689870,2026-05-27,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0527,Order,114-1003517-6668862,2026-05-27,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0527,Order,114-1003518-5691140,2026-05-27,PH-TREAT-SALMON,3,56.97,0.00,-5.70,-7.69,-11.70,0.00,0.00,31.88
2026-STL-0527,Order,114-1003519-7102037,2026-05-27,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0527,Order,114-1003520-5832385,2026-05-27,PH-TREAT-SALMON,1,18.99,0.00,-0.00,-2.85,-3.90,0.00,0.00,12.24
2026-STL-0527,Order,114-1003747-1515146,2026-05-27,PH-SHAMPOO-OAT,1,15.99,0.00,-0.00,-2.40,-3.95,0.00,0.00,9.64
2026-STL-0527,Order,114-1003748-3847361,2026-05-27,PH-SHAMPOO-OAT,2,31.98,0.00,-0.00,-4.80,-7.90,0.00,0.00,19.28
2026-STL-0527,Order,114-1003910-1905539,2026-05-27,PH-TOY-ROPE-L,1,13.99,0.00,-0.00,-2.10,-3.75,0.00,0.00,8.14
2026-STL-0527,Order,114-1003911-3138437,2026-05-27,PH-TOY-ROPE-L,1,13.99,0.00,-0.00,-2.10,-3.75,0.00,0.00,8.14
2026-STL-0527,Order,114-1004048-7937806,2026-05-27,PH-BED-MED-GRY,1,42.99,0.00,-0.00,-6.45,-12.40,0.00,0.00,24.14
2026-STL-0527,Order,114-1004049-2314715,2026-05-27,PH-BED-MED-GRY,1,42.99,0.00,-0.00,-6.45,-12.40,0.00,0.00,24.14
2026-STL-0527,Order,114-1004161-4810750,2026-05-27,PH-BRUSH-DBL,1,12.99,0.00,-1.30,-1.75,-3.45,0.00,0.00,6.49
2026-STL-0527,Order,114-1004346-9321129,2026-05-27,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0527,Order,114-1004347-2147606,2026-05-27,PH-DENTAL-30CT,1,21.99,0.00,-2.20,-2.97,-4.10,0.00,0.00,12.72
2026-STL-0527,Order,114-1004348-5108377,2026-05-27,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0527,Order,114-1004349-4784652,2026-05-27,PH-DENTAL-30CT,3,65.97,0.00,-0.00,-9.90,-12.30,0.00,0.00,43.77
2026-STL-0527,Order,114-1004350-3210308,2026-05-27,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0528,FBA Storage Fee,,2026-05-28,,,0.00,0.00,0.00,0.00,0.00,-2011.35,0.00,-2011.35
2026-STL-0528,Subscription Fee,,2026-05-28,,,0.00,0.00,0.00,0.00,0.00,-39.99,0.00,-39.99
2026-STL-0528,Advertising Cost,,2026-05-28,,,0.00,0.00,0.00,0.00,0.00,-16875.02,0.00,-16875.02
2026-STL-0528,Order,114-1000185-5896624,2026-05-28,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0528,Order,114-1000186-8922533,2026-05-28,PF-WHEY-CHOC,1,44.99,0.00,-4.50,-6.07,-6.10,0.00,0.00,28.32
2026-STL-0528,Order,114-1000187-9526867,2026-05-28,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0528,Order,114-1000188-7961578,2026-05-28,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0528,Order,114-1000189-1043037,2026-05-28,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0528,Order,114-1000441-6217344,2026-05-28,PF-WHEY-VAN,2,89.98,0.00,-9.00,-12.15,-12.20,0.00,0.00,56.63
2026-STL-0528,Order,114-1000442-7166363,2026-05-28,PF-WHEY-VAN,1,44.99,0.00,-4.50,-6.07,-6.10,0.00,0.00,28.32
2026-STL-0528,Order,114-1000443-3570027,2026-05-28,PF-WHEY-VAN,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0528,Order,114-1000444-8899184,2026-05-28,PF-WHEY-VAN,3,134.97,0.00,-0.00,-20.25,-18.30,0.00,0.00,96.42
2026-STL-0528,Order,114-1000643-2424426,2026-05-28,PF-PREWKT-BERRY,2,65.98,0.00,-0.00,-9.90,-8.70,0.00,0.00,47.38
2026-STL-0528,Order,114-1000644-7616116,2026-05-28,PF-PREWKT-BERRY,1,32.99,0.00,-0.00,-4.95,-4.35,0.00,0.00,23.69
2026-STL-0528,Order,114-1000919-1938047,2026-05-28,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0528,Order,114-1000920-7802428,2026-05-28,PF-CREATINE-300,2,49.98,0.00,-0.00,-7.50,-8.10,0.00,0.00,34.38
2026-STL-0528,Order,114-1000921-5755579,2026-05-28,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0528,Order,114-1000922-8909005,2026-05-28,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0528,Order,114-1000923-3394312,2026-05-28,PF-CREATINE-300,1,24.99,0.00,-2.50,-3.37,-4.05,0.00,0.00,15.07
2026-STL-0528,Order,114-1000924-9569884,2026-05-28,PF-CREATINE-300,2,49.98,0.00,-0.00,-7.50,-8.10,0.00,0.00,34.38
2026-STL-0528,Order,114-1001122-7929728,2026-05-28,PF-BCAA-LEMON,3,83.97,0.00,-8.40,-11.34,-12.60,0.00,0.00,51.63
2026-STL-0528,Order,114-1001231-1555166,2026-05-28,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0528,Order,114-1001232-3586212,2026-05-28,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0528,Order,114-1001336-9378825,2026-05-28,PF-VEGAN-CHOC,1,39.99,0.00,-0.00,-6.00,-6.10,0.00,0.00,27.89
2026-STL-0528,Order,114-1001337-3618139,2026-05-28,PF-VEGAN-CHOC,2,79.98,0.00,-8.00,-10.80,-12.20,0.00,0.00,48.98
2026-STL-0528,Order,114-1001338-5958621,2026-05-28,PF-VEGAN-CHOC,1,39.99,0.00,-0.00,-6.00,-6.10,0.00,0.00,27.89
2026-STL-0528,Order,114-1001438-2515088,2026-05-28,PF-ELECTRO-CITRUS,1,21.99,0.00,-0.00,-3.30,-3.95,0.00,0.00,14.74
2026-STL-0528,Order,114-1001439-4960113,2026-05-28,PF-ELECTRO-CITRUS,2,43.98,0.00,-4.40,-5.94,-7.90,0.00,0.00,25.74
2026-STL-0528,Order,114-1001440-9756994,2026-05-28,PF-ELECTRO-CITRUS,1,21.99,0.00,-2.20,-2.97,-3.95,0.00,0.00,12.87
2026-STL-0528,Refund,114-1001643-4507886,2026-05-28,GT-SERUM-VITC,-1,-28.99,0.00,0.00,3.48,0.00,0.00,0.00,-25.51
2026-STL-0528,Order,114-1001712-2197032,2026-05-28,GT-SERUM-VITC,2,57.98,0.00,-0.00,-8.70,-7.10,0.00,0.00,42.18
2026-STL-0528,Order,114-1001713-6523752,2026-05-28,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0528,Order,114-1001714-5604751,2026-05-28,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0528,Order,114-1001715-5381125,2026-05-28,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0528,Order,114-1001716-7774826,2026-05-28,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0528,Order,114-1001717-1199493,2026-05-28,GT-SERUM-VITC,2,57.98,0.00,-0.00,-8.70,-7.10,0.00,0.00,42.18
2026-STL-0528,Order,114-1002072-7862438,2026-05-28,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0528,Order,114-1002073-7152746,2026-05-28,GT-SERUM-HA,2,49.98,0.00,-0.00,-7.50,-7.10,0.00,0.00,35.38
2026-STL-0528,Order,114-1002074-2400738,2026-05-28,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0528,Order,114-1002075-1715977,2026-05-28,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0528,Order,114-1002076-5107344,2026-05-28,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0528,Order,114-1002077-2766607,2026-05-28,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0528,Order,114-1002336-2920094,2026-05-28,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0528,Order,114-1002337-8387157,2026-05-28,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0528,Order,114-1002506-3791472,2026-05-28,GT-CLEANSE-150,1,16.99,0.00,-0.00,-2.55,-3.70,0.00,0.00,10.74
2026-STL-0528,Order,114-1002507-9792694,2026-05-28,GT-CLEANSE-150,2,33.98,0.00,-6.80,-4.08,-7.40,0.00,0.00,15.70
2026-STL-0528,Order,114-1002650-8859233,2026-05-28,GT-MASK-CLAY,1,14.99,0.00,-1.50,-2.02,-3.85,0.00,0.00,7.62
2026-STL-0528,Order,114-1002651-8230086,2026-05-28,GT-MASK-CLAY,3,44.97,0.00,-0.00,-6.75,-11.55,0.00,0.00,26.67
2026-STL-0528,Order,114-1002652-3553581,2026-05-28,GT-MASK-CLAY,1,14.99,0.00,-1.50,-2.02,-3.85,0.00,0.00,7.62
2026-STL-0528,Order,114-1002773-2579766,2026-05-28,GT-EYE-CREAM,1,26.99,0.00,-0.00,-4.05,-3.50,0.00,0.00,19.44
2026-STL-0528,Order,114-1002774-7500351,2026-05-28,GT-EYE-CREAM,1,26.99,0.00,-2.70,-3.64,-3.50,0.00,0.00,17.15
2026-STL-0528,Order,114-1002775-6759540,2026-05-28,GT-EYE-CREAM,1,26.99,0.00,-0.00,-4.05,-3.50,0.00,0.00,19.44
2026-STL-0528,Order,114-1002776-8220257,2026-05-28,GT-EYE-CREAM,1,26.99,0.00,-0.00,-4.05,-3.50,0.00,0.00,19.44
2026-STL-0528,Order,114-1002928-3451490,2026-05-28,GT-SPF30-TINT,2,47.98,0.00,-0.00,-7.20,-7.20,0.00,0.00,33.58
2026-STL-0528,Order,114-1002929-6270869,2026-05-28,GT-SPF30-TINT,2,47.98,0.00,-0.00,-7.20,-7.20,0.00,0.00,33.58
2026-STL-0528,Order,114-1002930-4157389,2026-05-28,GT-SPF30-TINT,1,23.99,0.00,-2.40,-3.24,-3.60,0.00,0.00,14.75
2026-STL-0528,Order,114-1003048-5847725,2026-05-28,GT-ROLLER-JADE,1,13.99,0.00,-1.40,-1.89,-3.40,0.00,0.00,7.30
2026-STL-0528,Order,114-1003225-8049302,2026-05-28,PH-CHEW-BULLY-6,1,29.99,0.00,-3.00,-4.05,-4.60,0.00,0.00,18.34
2026-STL-0528,Order,114-1003226-3296660,2026-05-28,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0528,Order,114-1003227-2792288,2026-05-28,PH-CHEW-BULLY-6,2,59.98,0.00,-0.00,-9.00,-9.20,0.00,0.00,41.78
2026-STL-0528,Order,114-1003228-7811359,2026-05-28,PH-CHEW-BULLY-6,1,29.99,0.00,-3.00,-4.05,-4.60,0.00,0.00,18.34
2026-STL-0528,Order,114-1003521-8182448,2026-05-28,PH-TREAT-SALMON,2,37.98,0.00,-7.60,-4.56,-7.80,0.00,0.00,18.02
2026-STL-0528,Order,114-1003522-1104984,2026-05-28,PH-TREAT-SALMON,1,18.99,0.00,-1.90,-2.56,-3.90,0.00,0.00,10.63
2026-STL-0528,Order,114-1003523-7249573,2026-05-28,PH-TREAT-SALMON,1,18.99,0.00,-1.90,-2.56,-3.90,0.00,0.00,10.63
2026-STL-0528,Order,114-1003524-2220511,2026-05-28,PH-TREAT-SALMON,1,18.99,0.00,-1.90,-2.56,-3.90,0.00,0.00,10.63
2026-STL-0528,Order,114-1003525-2941686,2026-05-28,PH-TREAT-SALMON,1,18.99,0.00,-1.90,-2.56,-3.90,0.00,0.00,10.63
2026-STL-0528,Order,114-1003526-1093444,2026-05-28,PH-TREAT-SALMON,2,37.98,0.00,-0.00,-5.70,-7.80,0.00,0.00,24.48
2026-STL-0528,Order,114-1003749-1211654,2026-05-28,PH-SHAMPOO-OAT,2,31.98,0.00,-0.00,-4.80,-7.90,0.00,0.00,19.28
2026-STL-0528,Order,114-1003750-7493199,2026-05-28,PH-SHAMPOO-OAT,1,15.99,0.00,-1.60,-2.16,-3.95,0.00,0.00,8.28
2026-STL-0528,Order,114-1003751-4260851,2026-05-28,PH-SHAMPOO-OAT,2,31.98,0.00,-0.00,-4.80,-7.90,0.00,0.00,19.28
2026-STL-0528,Order,114-1003912-5227221,2026-05-28,PH-TOY-ROPE-L,1,13.99,0.00,-0.00,-2.10,-3.75,0.00,0.00,8.14
2026-STL-0528,Order,114-1003913-4547081,2026-05-28,PH-TOY-ROPE-L,1,13.99,0.00,-2.80,-1.68,-3.75,0.00,0.00,5.76
2026-STL-0528,Order,114-1003914-2840565,2026-05-28,PH-TOY-ROPE-L,2,27.98,0.00,-2.80,-3.78,-7.50,0.00,0.00,13.90
2026-STL-0528,Order,114-1004050-6627064,2026-05-28,PH-BED-MED-GRY,1,42.99,0.00,-4.30,-5.80,-12.40,0.00,0.00,20.49
2026-STL-0528,Order,114-1004051-8291789,2026-05-28,PH-BED-MED-GRY,1,42.99,0.00,-0.00,-6.45,-12.40,0.00,0.00,24.14
2026-STL-0528,Order,114-1004351-1258314,2026-05-28,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0528,Order,114-1004352-5527803,2026-05-28,PH-DENTAL-30CT,1,21.99,0.00,-2.20,-2.97,-4.10,0.00,0.00,12.72
2026-STL-0528,Order,114-1004353-1285508,2026-05-28,PH-DENTAL-30CT,1,21.99,0.00,-0.00,-3.30,-4.10,0.00,0.00,14.59
2026-STL-0529,Order,114-1000190-3493017,2026-05-29,PF-WHEY-CHOC,3,134.97,0.00,-0.00,-20.25,-18.30,0.00,0.00,96.42
2026-STL-0529,Order,114-1000191-7328534,2026-05-29,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0529,Order,114-1000192-5006492,2026-05-29,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0529,Order,114-1000193-1732280,2026-05-29,PF-WHEY-CHOC,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0529,Order,114-1000445-5151780,2026-05-29,PF-WHEY-VAN,1,44.99,0.00,-4.50,-6.07,-6.10,0.00,0.00,28.32
2026-STL-0529,Order,114-1000446-9816538,2026-05-29,PF-WHEY-VAN,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0529,Order,114-1000447-2882551,2026-05-29,PF-WHEY-VAN,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0529,Order,114-1000448-3514105,2026-05-29,PF-WHEY-VAN,1,44.99,0.00,-0.00,-6.75,-6.10,0.00,0.00,32.14
2026-STL-0529,Order,114-1000645-5378701,2026-05-29,PF-PREWKT-BERRY,3,98.97,0.00,-0.00,-14.85,-13.05,0.00,0.00,71.07
2026-STL-0529,Order,114-1000646-6473593,2026-05-29,PF-PREWKT-BERRY,2,65.98,0.00,-0.00,-9.90,-8.70,0.00,0.00,47.38
2026-STL-0529,Order,114-1000925-8607966,2026-05-29,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0529,Order,114-1000926-3218169,2026-05-29,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0529,Order,114-1000927-9461748,2026-05-29,PF-CREATINE-300,1,24.99,0.00,-2.50,-3.37,-4.05,0.00,0.00,15.07
2026-STL-0529,Order,114-1000928-3976650,2026-05-29,PF-CREATINE-300,2,49.98,0.00,-0.00,-7.50,-8.10,0.00,0.00,34.38
2026-STL-0529,Order,114-1000929-9915915,2026-05-29,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0529,Order,114-1000930-3186555,2026-05-29,PF-CREATINE-300,1,24.99,0.00,-0.00,-3.75,-4.05,0.00,0.00,17.19
2026-STL-0529,Order,114-1001123-8369982,2026-05-29,PF-BCAA-LEMON,1,27.99,0.00,-0.00,-4.20,-4.20,0.00,0.00,19.59
2026-STL-0529,Order,114-1001233-7428475,2026-05-29,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0529,Order,114-1001234-4537589,2026-05-29,PF-SHAKER-28,1,12.99,0.00,-0.00,-1.95,-3.45,0.00,0.00,7.59
2026-STL-0529,Order,114-1001235-5435820,2026-05-29,PF-SHAKER-28,2,25.98,0.00,-0.00,-3.90,-6.90,0.00,0.00,15.18
2026-STL-0529,Order,114-1001718-4807191,2026-05-29,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0529,Order,114-1001719-8864124,2026-05-29,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0529,Order,114-1001720-6252524,2026-05-29,GT-SERUM-VITC,1,28.99,0.00,-0.00,-4.35,-3.55,0.00,0.00,21.09
2026-STL-0529,Order,114-1001721-8007639,2026-05-29,GT-SERUM-VITC,1,28.99,0.00,-2.90,-3.91,-3.55,0.00,0.00,18.63
2026-STL-0529,Refund,114-1002050-6628280,2026-05-29,GT-SERUM-HA,-1,-24.99,0.00,0.00,3.00,0.00,0.00,0.00,-21.99
2026-STL-0529,Order,114-1002078-2224379,2026-05-29,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0529,Order,114-1002079-6854207,2026-05-29,GT-SERUM-HA,2,49.98,0.00,-0.00,-7.50,-7.10,0.00,0.00,35.38
2026-STL-0529,Order,114-1002080-8798939,2026-05-29,GT-SERUM-HA,1,24.99,0.00,-2.50,-3.37,-3.55,0.00,0.00,15.57
2026-STL-0529,Order,114-1002081-7659629,2026-05-29,GT-SERUM-HA,1,24.99,0.00,-0.00,-3.75,-3.55,0.00,0.00,17.69
2026-STL-0529,Order,114-1002338-5346217,2026-05-29,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0529,Order,114-1002339-6927978,2026-05-29,GT-MOIST-50ML,1,22.99,0.00,-2.30,-3.10,-3.60,0.00,0.00,13.99
2026-STL-0529,Order,114-1002340-2831459,2026-05-29,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0529,Order,114-1002341-4975843,2026-05-29,GT-MOIST-50ML,1,22.99,0.00,-0.00,-3.45,-3.60,0.00,0.00,15.94
2026-STL-0529,Order,114-1002508-3179206,2026-05-29,GT-CLEANSE-150,3,50.97,0.00,-0.00,-7.65,-11.10,0.00,0.00,32.22
2026-STL-0529,Order,114-1002509-2516637,2026-05-29,GT-CLEANSE-150,1,16.99,0.00,-0.00,-2.55,-3.70,0.00,0.00,10.74
2026-STL-0529,Order,114-1002510-8695935,2026-05-29,GT-CLEANSE-150,1,16.99,0.00,-1.70,-2.29,-3.70,0.00,0.00,9.30
2026-STL-0529,Order,114-1002653-8254420,2026-05-29,GT-MASK-CLAY,1,14.99,0.00,-0.00,-2.25,-3.85,0.00,0.00,8.89
2026-STL-0529,Order,114-1002654-7542233,2026-05-29,GT-MASK-CLAY,1,14.99,0.00,-0.00,-2.25,-3.85,0.00,0.00,8.89
2026-STL-0529,Order,114-1002655-4739473,2026-05-29,GT-MASK-CLAY,1,14.99,0.00,-0.00,-2.25,-3.85,0.00,0.00,8.89
2026-STL-0529,Order,114-1002777-7734840,2026-05-29,GT-EYE-CREAM,1,26.99,0.00,-0.00,-4.05,-3.50,0.00,0.00,19.44
2026-STL-0529,Order,114-1002778-2368490,2026-05-29,GT-EYE-CREAM,1,26.99,0.00,-0.00,-4.05,-3.50,0.00,0.00,19.44
2026-STL-0529,Order,114-1002931-4270602,2026-05-29,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0529,Order,114-1002932-7308382,2026-05-29,GT-SPF30-TINT,1,23.99,0.00,-0.00,-3.60,-3.60,0.00,0.00,16.79
2026-STL-0529,Order,114-1003049-6438575,2026-05-29,GT-ROLLER-JADE,1,13.99,0.00,-1.40,-1.89,-3.40,0.00,0.00,7.30
2026-STL-0529,Refund,114-1003186-7991989,2026-05-29,PH-CHEW-BULLY-6,-1,-29.99,0.00,3.00,3.24,0.00,0.00,0.00,-23.75
2026-STL-0529,Order,114-1003229-2375880,2026-05-29,PH-CHEW-BULLY-6,1,29.99,0.00,-0.00,-4.50,-4.60,0.00,0.00,20.89
2026-STL-0529,Order,114-1003230-2742713,2026-05-29,PH-CHEW-BULLY-6,1,29.99,0.00,-3.00,-4.05,-4.60,0.00,0.00,18.34
